,Mean Scale Score,County Name,School Code,District Code,Zip Code,District Name,Total_Budget,Total_Students,Per_Student_Spending,Median,Mean,Pop,YearsTeaching,Enrolled,Utilized,Percent_Eligible,Percent_Utilized,Sanctuary
18,2420.675,Los Angeles,6115273,64857,93552,Palmdale Elementary,"205,356,793","18,171.8","11,301","59,286","69,113","38,158",15.3037974684,628,549,0.87,0.874203821656,1.0
19,2511.475,Los Angeles,6115281,64857,93552,Palmdale Elementary,"205,356,793","18,171.8","11,301","59,286","69,113","38,158",15.3037974684,967,794,0.82,0.821096173733,1.0
20,2429.7125,Los Angeles,6118749,64857,93552,Palmdale Elementary,"205,356,793","18,171.8","11,301","59,286","69,113","38,158",15.3037974684,624,538,0.86,0.862179487179,1.0
21,2500.08333333,Los Angeles,6119143,64857,93552,Palmdale Elementary,"205,356,793","18,171.8","11,301","59,286","69,113","38,158",15.3037974684,957,732,0.76,0.764890282132,1.0
22,2487.85,Los Angeles,105981,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,881,744,0.84,0.844494892168,1.0
23,2403.58333333,Los Angeles,116558,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,46,42,0.91,0.913043478261,1.0
24,2396.5875,Los Angeles,129973,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,777,762,0.98,0.980694980695,1.0
25,2483.3,Los Angeles,133173,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,55,39,0.71,0.709090909091,1.0
26,2404.075,Los Angeles,6021158,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,692,636,0.92,0.919075144509,1.0
27,2425.2375,Los Angeles,6021190,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,827,787,0.95,0.951632406288,1.0
28,2412.375,Los Angeles,6021208,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,621,606,0.98,0.975845410628,1.0
29,2478.175,Los Angeles,6105613,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,855,765,0.89,0.894736842105,1.0
30,2412.325,Los Angeles,6105621,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,843,760,0.9,0.901542111507,1.0
31,2422.075,Los Angeles,6106793,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,604,545,0.9,0.902317880795,1.0
32,2445.8,Los Angeles,6107635,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,595,535,0.9,0.899159663866,1.0
33,2461.95,Los Angeles,6111538,64857,93550,Palmdale Elementary,"205,356,793","18,171.8","11,301","44,866","53,518","74,929",15.3037974684,696,598,0.86,0.859195402299,1.0
34,2435.35,Los Angeles,124156,64857,93551,Palmdale Elementary,"205,356,793","18,171.8","11,301","81,913","94,767","50,798",15.3037974684,767,572,0.75,0.745762711864,1.0
35,2484.025,Los Angeles,126268,64857,93551,Palmdale Elementary,"205,356,793","18,171.8","11,301","81,913","94,767","50,798",15.3037974684,1016,814,0.8,0.801181102362,1.0
36,2462.225,Los Angeles,6021141,64857,93551,Palmdale Elementary,"205,356,793","18,171.8","11,301","81,913","94,767","50,798",15.3037974684,744,547,0.74,0.735215053763,1.0
37,2422.625,Los Angeles,6108633,64857,93551,Palmdale Elementary,"205,356,793","18,171.8","11,301","81,913","94,767","50,798",15.3037974684,756,629,0.83,0.832010582011,1.0
38,2489.63333333,Los Angeles,6111546,64857,93551,Palmdale Elementary,"205,356,793","18,171.8","11,301","81,913","94,767","50,798",15.3037974684,803,625,0.78,0.778331257783,1.0
39,2665.45,Los Angeles,1932144,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,2645,634,0.24,0.239697542533,1.0
40,2587.3,Los Angeles,1995497,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,123,39,0.32,0.317073170732,1.0
41,2695.25,Los Angeles,1996131,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,1122,603,0.54,0.53743315508,1.0
42,2515.5375,Los Angeles,6013643,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,545,106,0.19,0.194495412844,1.0
43,2514.8625,Los Angeles,6013734,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,483,167,0.35,0.345755693582,1.0
44,2527.5,Los Angeles,6013742,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,502,132,0.26,0.262948207171,1.0
45,2549.275,Los Angeles,6013783,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,819,140,0.17,0.17094017094,1.0
46,2532.0625,Los Angeles,6013809,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,560,105,0.19,0.1875,1.0
47,2536.0875,Los Angeles,6013825,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,436,90,0.21,0.206422018349,1.0
48,2614.875,Los Angeles,6061303,64568,91214,Glendale Unified,"274,846,644","25,130.9","10,937","89,001","105,687","30,356",17.5496688742,1316,346,0.26,0.262917933131,1.0
49,2481.5,Los Angeles,1933472,64568,91206,Glendale Unified,"274,846,644","25,130.9","10,937","61,546","85,589","33,065",17.5496688742,158,116,0.73,0.73417721519,1.0
50,2489.0375,Los Angeles,6013692,64568,91206,Glendale Unified,"274,846,644","25,130.9","10,937","61,546","85,589","33,065",17.5496688742,535,215,0.4,0.401869158879,1.0
51,2483.1,Los Angeles,6013841,64568,91206,Glendale Unified,"274,846,644","25,130.9","10,937","61,546","85,589","33,065",17.5496688742,929,616,0.66,0.663078579117,1.0
52,2519.48333333,Los Angeles,6057715,64568,91206,Glendale Unified,"274,846,644","25,130.9","10,937","61,546","85,589","33,065",17.5496688742,749,624,0.83,0.833110814419,1.0
53,2551.7,Los Angeles,6061311,64568,91206,Glendale Unified,"274,846,644","25,130.9","10,937","61,546","85,589","33,065",17.5496688742,1267,807,0.64,0.636937647987,1.0
54,2583.25,Los Angeles,1933530,64568,91205,Glendale Unified,"274,846,644","25,130.9","10,937","36,842","48,672","37,810",17.5496688742,2228,1554,0.7,0.697486535009,1.0
55,2480.275,Los Angeles,6013627,64568,91205,Glendale Unified,"274,846,644","25,130.9","10,937","36,842","48,672","37,810",17.5496688742,398,336,0.84,0.844221105528,1.0
56,2476.01666667,Los Angeles,6013767,64568,91205,Glendale Unified,"274,846,644","25,130.9","10,937","36,842","48,672","37,810",17.5496688742,656,591,0.9,0.900914634146,1.0
57,2454.4,Los Angeles,6013775,64568,91205,Glendale Unified,"274,846,644","25,130.9","10,937","36,842","48,672","37,810",17.5496688742,484,394,0.81,0.814049586777,1.0
58,2484.875,Los Angeles,6013817,64568,91205,Glendale Unified,"274,846,644","25,130.9","10,937","36,842","48,672","37,810",17.5496688742,894,654,0.73,0.731543624161,1.0
59,2606.75,Los Angeles,1934082,64568,91202,Glendale Unified,"274,846,644","25,130.9","10,937","74,594","94,651","22,830",17.5496688742,1637,1058,0.65,0.646304215027,1.0
60,2500.38333333,Los Angeles,6013726,64568,91202,Glendale Unified,"274,846,644","25,130.9","10,937","74,594","94,651","22,830",17.5496688742,1042,401,0.38,0.384836852207,1.0
61,2556.8,Los Angeles,6057723,64568,91202,Glendale Unified,"274,846,644","25,130.9","10,937","74,594","94,651","22,830",17.5496688742,1243,738,0.59,0.593724859212,1.0
62,2502.1875,Los Angeles,6013619,64568,91201,Glendale Unified,"274,846,644","25,130.9","10,937","57,343","69,311","22,781",17.5496688742,830,510,0.61,0.614457831325,1.0
63,2517.775,Los Angeles,6013676,64568,91201,Glendale Unified,"274,846,644","25,130.9","10,937","57,343","69,311","22,781",17.5496688742,634,112,0.18,0.17665615142,1.0
64,2490.0375,Los Angeles,6013718,64568,91201,Glendale Unified,"274,846,644","25,130.9","10,937","57,343","69,311","22,781",17.5496688742,683,523,0.77,0.765739385066,1.0
65,2452.03333333,Los Angeles,6013635,64568,91203,Glendale Unified,"274,846,644","25,130.9","10,937","44,033","56,605","13,220",17.5496688742,577,429,0.74,0.743500866551,1.0
66,2485.95,Los Angeles,6013650,64568,91204,Glendale Unified,"274,846,644","25,130.9","10,937","37,177","46,836","16,032",17.5496688742,926,585,0.63,0.631749460043,1.0
67,2522.1625,Los Angeles,6013684,64568,91208,Glendale Unified,"274,846,644","25,130.9","10,937","93,865","115,280","16,245",17.5496688742,661,168,0.25,0.254160363086,1.0
68,2519.4,Los Angeles,6013833,64568,91208,Glendale Unified,"274,846,644","25,130.9","10,937","93,865","115,280","16,245",17.5496688742,809,248,0.31,0.306551297899,1.0
69,2462.15,Tuolumne,6054902,72363,95327,Jamestown Elementary,"3,718,426",312.5,"11,900","30,604","37,713","6,216",10.6428571429,304,239,0.79,0.786184210526,0.0
70,2453.3875,San Bernardino,100107,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,460,338,0.73,0.734782608696,1.0
71,2438.5875,San Bernardino,100115,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,571,465,0.81,0.814360770578,1.0
72,2458.4875,San Bernardino,6036198,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,788,668,0.85,0.847715736041,1.0
73,2445.075,San Bernardino,6036230,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,434,369,0.85,0.850230414747,1.0
74,2449.0625,San Bernardino,6036248,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,766,579,0.76,0.755874673629,1.0
75,2426.125,San Bernardino,6036255,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,709,626,0.88,0.88293370945,1.0
76,2431.125,San Bernardino,6036263,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,679,549,0.81,0.80854197349,1.0
77,2425.475,San Bernardino,6036354,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,665,526,0.79,0.790977443609,1.0
78,2495.8,San Bernardino,6036438,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,664,542,0.82,0.816265060241,1.0
79,2518.175,San Bernardino,6113476,67819,91762,Ontario-Montclair,"245,229,815","20,853.9","11,759","55,979","68,027","55,857",15.4015151515,860,709,0.82,0.824418604651,1.0
80,2415.3,San Bernardino,6036123,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,358,286,0.8,0.798882681564,1.0
81,2420.9375,San Bernardino,6036131,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,782,622,0.8,0.795396419437,1.0
82,2456.225,San Bernardino,6036164,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,709,500,0.71,0.705218617772,1.0
83,2424.23333333,San Bernardino,6036172,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,501,424,0.85,0.84630738523,1.0
84,2417.41666667,San Bernardino,6036214,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,490,414,0.84,0.844897959184,1.0
85,2530.36666667,San Bernardino,6036222,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,771,531,0.69,0.688715953307,1.0
86,2486.23333333,San Bernardino,6036289,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,1128,932,0.83,0.826241134752,1.0
87,2400.18333333,San Bernardino,6036347,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,641,559,0.87,0.872074882995,1.0
88,2484.30833333,San Bernardino,6036446,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,784,687,0.88,0.876275510204,1.0
89,2434.2375,San Bernardino,6096283,67819,91764,Ontario-Montclair,"245,229,815","20,853.9","11,759","51,469","58,580","54,086",15.4015151515,551,521,0.95,0.94555353902,1.0
90,2417.5375,San Bernardino,6036149,67819,91761,Ontario-Montclair,"245,229,815","20,853.9","11,759","67,514","73,869","56,913",15.4015151515,698,582,0.83,0.833810888252,1.0
91,2506.65,San Bernardino,6036206,67819,91761,Ontario-Montclair,"245,229,815","20,853.9","11,759","67,514","73,869","56,913",15.4015151515,568,451,0.79,0.794014084507,1.0
92,2441.0875,San Bernardino,6036412,67819,91761,Ontario-Montclair,"245,229,815","20,853.9","11,759","67,514","73,869","56,913",15.4015151515,758,636,0.84,0.839050131926,1.0
93,2469.7375,San Bernardino,6036156,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,403,271,0.67,0.672456575682,1.0
94,2452.7375,San Bernardino,6036271,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,589,516,0.88,0.876061120543,1.0
95,2437.2375,San Bernardino,6036297,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,624,525,0.84,0.841346153846,1.0
96,2429.675,San Bernardino,6036305,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,718,623,0.87,0.867688022284,1.0
97,2447.4,San Bernardino,6036362,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,608,415,0.68,0.682565789474,1.0
98,2451.3875,San Bernardino,6036370,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,534,442,0.83,0.827715355805,1.0
99,2452.725,San Bernardino,6036388,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,752,562,0.75,0.747340425532,1.0
100,2529.15,San Bernardino,6036404,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,772,653,0.85,0.84585492228,1.0
101,2514.325,San Bernardino,6036420,67819,91763,Ontario-Montclair,"245,229,815","20,853.9","11,759","52,458","63,642","36,375",15.4015151515,708,605,0.85,0.854519774011,1.0
102,2484.1625,San Bernardino,100594,67678,91761,Chino Valley Unified,"263,446,798","26,824.1","9,821","67,514","73,869","56,913",11.6544502618,668,424,0.63,0.634730538922,1.0
103,2456.4125,San Bernardino,6101513,67678,91761,Chino Valley Unified,"263,446,798","26,824.1","9,821","67,514","73,869","56,913",11.6544502618,514,398,0.77,0.774319066148,1.0
104,2531.275,San Bernardino,6111215,67678,91761,Chino Valley Unified,"263,446,798","26,824.1","9,821","67,514","73,869","56,913",11.6544502618,378,276,0.73,0.730158730159,1.0
105,2537.35,San Bernardino,100578,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,911,317,0.35,0.347969264544,1.0
106,2572.25,San Bernardino,3630035,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,1632,1131,0.69,0.693014705882,1.0
107,2480.75,San Bernardino,3631769,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,192,140,0.73,0.729166666667,1.0
108,2582.95,San Bernardino,3632502,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,1931,1276,0.66,0.660797514241,1.0
109,2464.1,San Bernardino,6035513,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,486,359,0.74,0.738683127572,1.0
110,2427.7,San Bernardino,6035570,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,614,470,0.77,0.765472312704,1.0
111,2436.675,San Bernardino,6035588,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,710,607,0.85,0.854929577465,1.0
112,2519.85,San Bernardino,6059372,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,736,514,0.7,0.698369565217,1.0
113,2514.925,San Bernardino,6061840,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,536,435,0.81,0.811567164179,1.0
114,2426.425,San Bernardino,6098347,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,612,518,0.85,0.846405228758,1.0
115,2454.1,San Bernardino,6098354,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,619,424,0.68,0.684975767367,1.0
116,2479.0,San Bernardino,6098362,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,558,483,0.87,0.865591397849,1.0
117,2514.29166667,San Bernardino,6102974,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,830,427,0.51,0.514457831325,1.0
118,2469.425,San Bernardino,6107288,67678,91710,Chino Valley Unified,"263,446,798","26,824.1","9,821","74,240","82,517","80,358",11.6544502618,725,348,0.48,0.48,1.0
119,2541.45,San Bernardino,100586,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,904,156,0.17,0.172566371681,1.0
120,2514.425,San Bernardino,110726,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,636,298,0.47,0.468553459119,1.0
121,2617.15,San Bernardino,3630522,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,2737,739,0.27,0.270003653635,1.0
122,2637.85,San Bernardino,3631017,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,2778,840,0.3,0.302375809935,1.0
123,2451.85,San Bernardino,3631587,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,77,71,0.92,0.922077922078,1.0
124,2479.05,San Bernardino,6035554,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,483,279,0.58,0.577639751553,1.0
125,2599.95,San Bernardino,6105712,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,1133,387,0.34,0.341571050309,1.0
126,2513.65,San Bernardino,6106611,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,557,202,0.36,0.362657091562,1.0
127,2518.7375,San Bernardino,6106629,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,619,220,0.36,0.355411954766,1.0
128,2512.15,San Bernardino,6107270,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,664,195,0.29,0.293674698795,1.0
129,2549.875,San Bernardino,6108195,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,561,154,0.27,0.274509803922,1.0
130,2513.6625,San Bernardino,6108666,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,724,206,0.28,0.28453038674,1.0
131,2596.35,San Bernardino,6109813,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,1174,318,0.27,0.270868824532,1.0
132,2553.025,San Bernardino,6111710,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,610,126,0.21,0.206557377049,1.0
133,2522.7875,San Bernardino,6112833,67678,91709,Chino Valley Unified,"263,446,798","26,824.1","9,821","103,025","115,494","74,796",11.6544502618,486,130,0.27,0.267489711934,1.0
134,2534.31666667,San Bernardino,120329,67678,91708,Chino Valley Unified,"263,446,798","26,824.1","9,821","109,733","112,610","3,369",11.6544502618,1331,361,0.27,0.271224643125,1.0
135,2516.225,Kings,6010292,63883,93245,Central Union Elementary,"23,350,586","1,698.2","13,750","54,228","63,767","37,412",15.0,710,247,0.35,0.347887323944,0.0
136,2468.59166667,Kings,6010300,63883,93245,Central Union Elementary,"23,350,586","1,698.2","13,750","54,228","63,767","37,412",15.0,287,174,0.61,0.606271777003,0.0
137,2498.15,Kings,6010318,63883,93245,Central Union Elementary,"23,350,586","1,698.2","13,750","54,228","63,767","37,412",15.0,507,273,0.54,0.538461538462,0.0
138,2458.2,Kings,6010326,63883,93266,Central Union Elementary,"23,350,586","1,698.2","13,750","38,933","48,647","1,587",15.0,297,238,0.8,0.801346801347,0.0
139,2492.4125,Kern,6009435,63438,93307,Edison Elementary,"10,683,553","1,009.9","10,579","35,780","43,139","82,658",16.4285714286,463,426,0.92,0.920086393089,0.0
140,2396.25,Kern,6009443,63438,93306,Edison Elementary,"10,683,553","1,009.9","10,579","50,400","62,047","64,587",16.4285714286,578,539,0.93,0.932525951557,0.0
141,2489.05,Kern,6009690,63560,93307,Lamont Elementary,"31,556,128","2,958.4","10,667","35,780","43,139","82,658",11.2307692308,625,601,0.96,0.9616,0.0
142,2423.825,Kern,6009674,63560,93241,Lamont Elementary,"31,556,128","2,958.4","10,667","32,405","40,337","17,489",11.2307692308,1182,1072,0.91,0.906937394247,0.0
143,2374.15,Kern,6009682,63560,93241,Lamont Elementary,"31,556,128","2,958.4","10,667","32,405","40,337","17,489",11.2307692308,786,674,0.86,0.857506361323,0.0
144,2451.38333333,Kern,6009708,63560,93241,Lamont Elementary,"31,556,128","2,958.4","10,667","32,405","40,337","17,489",11.2307692308,512,477,0.93,0.931640625,0.0
145,2449.075,Kern,6010227,63834,93307,Vineland Elementary,"7,261,170",673.3,"10,785","35,780","43,139","82,658",10.5714285714,325,325,1.0,1.0,0.0
146,2391.95,Kern,6010235,63834,93307,Vineland Elementary,"7,261,170",673.3,"10,785","35,780","43,139","82,658",10.5714285714,407,406,1.0,0.997542997543,0.0
147,2523.7,Kern,6010011,73544,93314,Rio Bravo-Greeley Union Elementary,"8,820,173",986.7,"8,939","98,196","116,354","22,393",14.1666666667,476,217,0.46,0.455882352941,0.0
148,2434.275,Kern,6117816,73544,93314,Rio Bravo-Greeley Union Elementary,"8,820,173",986.7,"8,939","98,196","116,354","22,393",14.1666666667,553,295,0.53,0.533453887884,0.0
149,2451.00833333,Kern,6009666,63552,93311,Lakeside Union,"13,098,878","1,300.1","10,075","81,704","102,928","40,829",15.9285714286,637,384,0.6,0.602825745683,0.0
150,2448.46666667,Kern,6115042,63552,93313,Lakeside Union,"13,098,878","1,300.1","10,075","62,945","71,113","43,553",15.9285714286,741,527,0.71,0.711201079622,0.0
151,0.0,Kern,6009732,63610,93263,Maple Elementary,"2,496,526",278.6,"8,961","39,026","48,059","19,582",8.5,283,168,0.59,0.593639575972,0.0
152,2415.3,Kern,6010078,63792,93308,Standard Elementary,"28,407,305","2,883.3","9,852","49,494","60,431","52,447",12.1724137931,822,607,0.74,0.738442822384,0.0
153,2394.95,Kern,6010086,63792,93308,Standard Elementary,"28,407,305","2,883.3","9,852","49,494","60,431","52,447",12.1724137931,570,530,0.93,0.929824561404,0.0
154,2475.21666667,Kern,6010094,63792,93308,Standard Elementary,"28,407,305","2,883.3","9,852","49,494","60,431","52,447",12.1724137931,971,793,0.82,0.816683831102,0.0
155,2398.11666667,Kern,6010102,63792,93308,Standard Elementary,"28,407,305","2,883.3","9,852","49,494","60,431","52,447",12.1724137931,752,644,0.86,0.856382978723,0.0
